" CRUSH DATA"
"Data file SS05.txt"
"Time is 11:48:21.18."
"Date is  1-28-2005."
"TIME"	"LOAD "	"RAM"	
"Seconds"	"kN"	"MM"	
    1.800	     -15.869	      -5.896	
    1.820	     -17.090	      -5.896	
    1.840	     -15.869	      -5.914	
    1.860	     -17.090	      -5.914	
    1.880	     -15.869	      -5.914	
    1.900	     -15.869	      -5.914	
    1.920	     -15.869	      -5.914	
    1.941	     -15.869	      -5.896	
    1.961	     -15.869	      -5.914	
    1.981	     -14.648	      -5.896	
    2.001	     -15.869	      -5.896	
    2.021	     -15.869	      -5.914	
    2.040	     -15.869	      -5.914	
    2.060	     -15.869	      -5.914	
    2.080	     -15.869	      -5.896	
    2.100	     -15.869	      -5.896	
    2.121	     -15.869	      -5.896	
    2.140	     -17.090	      -5.896	
    2.161	     -15.869	      -5.914	
    2.180	     -17.090	      -5.896	
    2.201	     -15.869	      -5.914	
    2.221	     -15.869	      -5.914	
    2.241	     -15.869	      -5.914	
    2.259	     -15.869	      -5.896	
    2.280	     -15.869	      -5.914	
    2.300	     -15.869	      -5.914	
    2.320	     -15.869	      -5.914	
    2.341	     -15.869	      -5.914	
    2.360	     -15.869	      -5.896	
    2.381	     -15.869	      -5.896	
    2.401	     -14.648	      -5.914	
    2.421	     -15.869	      -5.896	
    2.441	     -15.869	      -5.896	
    2.461	     -15.869	      -5.914	
    2.480	     -15.869	      -5.914	
    2.500	     -15.869	      -5.914	
    2.520	     -17.090	      -5.914	
    2.540	     -13.428	      -5.878	
    2.561	     -19.531	      -5.933	
    2.580	     -21.973	      -6.042	
    2.601	      -4.883	      -5.420	
    2.621	     -17.090	      -5.804	
    2.641	      -8.545	      -5.695	
    2.661	     -20.752	      -5.951	
    2.681	     -28.076	      -6.189	
    2.700	       2.441	      -4.761	
    2.720	     -13.428	      -5.383	
    2.740	      -3.662	      -5.200	
    2.760	      -6.104	      -5.145	
    2.780	     -12.207	      -5.420	
    2.800	     -18.311	      -5.750	
    2.821	     -32.959	      -6.226	
    2.841	     -28.076	      -6.335	
    2.861	     -45.166	      -6.738	
    2.881	     -61.035	      -7.397	
    2.901	     -65.918	      -7.819	
    2.920	     -36.621	      -7.562	
    2.940	     -84.229	      -8.240	
    2.960	     -34.180	      -7.874	
    2.980	     -19.531	      -7.288	
    3.001	     -13.428	      -6.848	
    3.020	     -18.311	      -6.903	
    3.041	      -9.766	      -6.482	
    3.061	      -3.662	      -5.951	
    3.081	      -7.324	      -5.896	
    3.101	       0.000	      -5.365	
    3.121	      -1.221	      -5.017	
    3.140	      -4.883	      -5.328	
    3.160	      -8.545	      -5.640	
    3.180	      -2.441	      -5.383	
    3.200	      -7.324	      -5.475	
    3.220	     -13.428	      -5.841	
    3.240	     -17.090	      -6.097	
    3.261	      -8.545	      -5.896	
    3.281	      -3.662	      -5.548	
    3.301	     -23.193	      -6.299	
    3.321	      -6.104	      -5.969	
    3.341	      -1.221	      -5.310	
    3.360	      -1.221	      -4.980	
    3.380	       1.221	      -4.486	
    3.400	     -10.986	      -5.438	
    3.420	     -25.635	      -6.427	
    3.441	     -17.090	      -6.409	
    3.460	     -18.311	      -6.390	
    3.481	      -4.883	      -5.750	
    3.501	     -17.090	      -6.079	
    3.521	      -9.766	      -6.042	
    3.541	      -9.766	      -5.969	
    3.561	      -3.662	      -5.621	
    3.580	     -18.311	      -6.189	
    3.600	      -4.883	      -5.750	
    3.620	      -2.441	      -5.255	
