" CRUSH DATA"
"Data file SS05.txt"
"Time is 14:22:58.53."
"Date is  1-26-2005."
"TIME"	"LOAD "	"RAM"	
"Seconds"	"kN"	"MM"	
    1.570	     -15.869	      -5.933	
    1.580	     -17.090	      -5.914	
    1.591	     -15.869	      -5.933	
    1.601	     -15.869	      -5.933	
    1.611	     -15.869	      -5.933	
    1.621	     -15.869	      -5.933	
    1.631	     -17.090	      -5.933	
    1.641	     -17.090	      -5.914	
    1.651	     -15.869	      -5.933	
    1.661	     -15.869	      -5.933	
    1.671	     -15.869	      -5.933	
    1.681	     -17.090	      -5.914	
    1.690	     -17.090	      -5.933	
    1.700	     -17.090	      -5.914	
    1.710	     -15.869	      -5.933	
    1.720	     -15.869	      -5.933	
    1.730	     -18.311	      -5.933	
    1.740	     -17.090	      -5.914	
    1.750	     -15.869	      -5.933	
    1.760	     -15.869	      -5.933	
    1.770	     -17.090	      -5.914	
    1.781	     -17.090	      -5.933	
    1.790	     -17.090	      -5.933	
    1.800	     -15.869	      -5.914	
    1.811	     -15.869	      -5.933	
    1.821	     -17.090	      -5.933	
    1.831	     -15.869	      -5.914	
    1.841	     -15.869	      -5.933	
    1.851	     -17.090	      -5.914	
    1.861	     -15.869	      -5.914	
    1.871	     -15.869	      -5.933	
    1.881	     -14.648	      -5.933	
    1.891	     -15.869	      -5.914	
    1.901	     -17.090	      -5.933	
    1.910	     -17.090	      -5.914	
    1.920	     -15.869	      -5.933	
    1.930	     -15.869	      -5.933	
    1.940	     -15.869	      -5.933	
    1.950	     -17.090	      -5.933	
    1.960	     -15.869	      -5.933	
    1.970	     -17.090	      -5.914	
    1.980	     -17.090	      -5.933	
    1.990	     -15.869	      -5.933	
    2.001	     -15.869	      -5.933	
    2.009	     -15.869	      -5.933	
    2.019	     -17.090	      -5.914	
    2.031	     -17.090	      -5.914	
    2.041	     -15.869	      -5.933	
    2.051	     -15.869	      -5.933	
    2.061	     -15.869	      -5.933	
    2.071	     -17.090	      -5.914	
    2.081	     -17.090	      -5.914	
    2.091	     -15.869	      -5.933	
    2.101	     -15.869	      -5.933	
    2.111	     -15.869	      -5.933	
    2.121	     -17.090	      -5.933	
    2.130	     -17.090	      -5.933	
    2.141	     -15.869	      -5.933	
    2.150	     -17.090	      -5.914	
    2.160	     -15.869	      -5.933	
    2.170	     -17.090	      -5.914	
    2.180	     -15.869	      -5.933	
    2.190	     -17.090	      -5.914	
    2.200	     -15.869	      -5.933	
    2.210	     -15.869	      -5.933	
    2.220	     -15.869	      -5.933	
    2.230	     -15.869	      -5.914	
    2.240	     -17.090	      -5.914	
    2.251	     -17.090	      -5.914	
    2.261	     -15.869	      -5.914	
    2.271	     -15.869	      -5.914	
    2.281	     -15.869	      -5.914	
    2.291	     -18.311	      -5.951	
    2.301	     -18.311	      -5.951	
    2.311	     -12.207	      -5.878	
    2.321	     -18.311	      -5.951	
    2.331	     -17.090	      -5.951	
    2.341	     -10.986	      -5.750	
    2.350	      -7.324	      -5.585	
    2.360	      -4.883	      -5.383	
    2.370	     -10.986	      -5.511	
    2.380	     -20.752	      -5.878	
    2.390	     -21.973	      -6.024	
    2.400	     -20.752	      -6.042	
    2.410	     -17.090	      -5.914	
    2.420	     -18.311	      -5.914	
    2.430	     -19.531	      -5.969	
    2.441	     -17.090	      -5.969	
    2.450	     -13.428	      -5.878	
    2.460	     -20.752	      -5.969	
    2.471	     -17.090	      -5.896	
    2.481	      -9.766	      -5.676	
    2.491	      -9.766	      -5.658	
    2.501	     -10.986	      -5.658	
    2.511	     -17.090	      -5.859	
    2.521	     -23.193	      -6.061	
    2.531	     -19.531	      -6.042	
    2.541	     -21.973	      -6.061	
    2.551	     -26.855	      -6.207	
    2.561	     -21.973	      -6.189	
    2.570	     -25.635	      -6.226	
    2.581	     -31.738	      -6.409	
    2.590	     -31.738	      -6.464	
    2.600	     -30.518	      -6.500	
    2.610	     -26.855	      -6.390	
    2.620	     -20.752	      -6.244	
    2.630	     -29.297	      -6.390	
    2.640	     -32.959	      -6.500	
    2.650	     -19.531	      -6.281	
    2.660	     -19.531	      -6.152	
    2.670	     -15.869	      -6.006	
    2.681	      -9.766	      -5.786	
    2.691	      -9.766	      -5.621	
    2.701	     -10.986	      -5.676	
    2.711	      -8.545	      -5.676	
    2.721	     -12.207	      -5.750	
    2.731	      -9.766	      -5.695	
    2.741	      -7.324	      -5.548	
    2.751	     -13.428	      -5.786	
    2.761	     -20.752	      -5.988	
    2.771	     -18.311	      -6.024	
    2.781	     -23.193	      -6.116	
    2.790	     -24.414	      -6.207	
    2.800	     -23.193	      -6.207	
    2.810	     -19.531	      -6.097	
    2.820	     -20.752	      -6.116	
    2.830	     -21.973	      -6.171	
    2.840	     -28.076	      -6.317	
    2.850	     -21.973	      -6.281	
    2.860	     -20.752	      -6.226	
    2.870	     -17.090	      -6.079	
    2.881	     -13.428	      -5.988	
    2.890	     -12.207	      -5.914	
    2.900	     -19.531	      -6.097	
    2.911	     -24.414	      -6.262	
    2.921	     -18.311	      -6.097	
    2.931	     -18.311	      -6.134	
    2.941	     -21.973	      -6.189	
    2.951	     -24.414	      -6.281	
    2.961	     -18.311	      -6.134	
    2.971	     -13.428	      -5.896	
    2.981	     -10.986	      -5.823	
    2.991	     -15.869	      -5.969	
    3.001	     -24.414	      -6.207	
    3.010	     -30.518	      -6.390	
    3.021	     -24.414	      -6.335	
    3.030	     -14.648	      -6.134	
    3.040	     -12.207	      -5.969	
    3.050	     -13.428	      -5.914	
    3.060	     -12.207	      -5.841	
    3.070	      -8.545	      -5.676	
    3.080	     -10.986	      -5.695	
    3.090	      -9.766	      -5.658	
    3.100	      -6.104	      -5.420	
    3.110	      -7.324	      -5.383	
    3.120	     -10.986	      -5.548	
    3.131	     -12.207	      -5.658	
    3.140	     -14.648	      -5.768	
    3.151	     -19.531	      -5.914	
    3.161	     -15.869	      -5.914	
    3.171	     -12.207	      -5.804	
    3.181	      -7.324	      -5.530	
    3.191	     -12.207	      -5.566	
    3.201	     -18.311	      -5.804	
    3.211	     -20.752	      -6.024	
    3.221	     -24.414	      -6.171	
    3.230	     -24.414	      -6.226	
    3.240	     -17.090	      -6.061	
    3.250	     -15.869	      -5.951	
    3.260	     -21.973	      -6.134	
    3.270	     -18.311	      -6.134	
    3.280	     -12.207	      -5.933	
    3.290	      -9.766	      -5.750	
    3.300	      -8.545	      -5.566	
    3.310	      -8.545	      -5.548	
    3.321	     -12.207	      -5.640	
    3.330	      -7.324	      -5.585	
    3.340	      -6.104	      -5.438	
    3.351	      -8.545	      -5.475	
    3.361	     -10.986	      -5.603	
    3.371	      -9.766	      -5.511	
    3.381	      -6.104	      -5.292	
    3.391	      -6.104	      -5.219	
    3.401	      -6.104	      -5.127	
    3.411	      -3.662	      -4.999	
    3.421	      -6.104	      -5.200	
    3.431	      -8.545	      -5.255	
    3.441	     -10.986	      -5.457	
    3.450	     -17.090	      -5.713	
    3.460	     -13.428	      -5.640	
    3.470	     -10.986	      -5.603	
    3.480	     -15.869	      -5.676	
    3.490	      -9.766	      -5.621	
    3.500	      -9.766	      -5.585	
    3.510	     -13.428	      -5.658	
    3.520	     -13.428	      -5.750	
    3.530	     -17.090	      -5.823	
    3.541	     -15.869	      -5.823	
    3.550	     -25.635	      -6.042	
    3.560	     -20.752	      -6.152	
    3.571	     -14.648	      -5.969	
    3.581	      -9.766	      -5.695	
    3.591	      -6.104	      -5.457	
    3.601	     -12.207	      -5.695	
    3.611	     -13.428	      -5.658	
    3.621	     -12.207	      -5.804	
    3.631	     -14.648	      -5.804	
    3.641	     -13.428	      -5.750	
    3.651	     -20.752	      -5.969	
    3.661	     -20.752	      -6.006	
    3.671	     -12.207	      -5.878	
    3.681	     -21.973	      -6.006	
    3.690	     -25.635	      -6.171	
    3.700	     -26.855	      -6.281	
    3.710	     -21.973	      -6.226	
    3.720	     -13.428	      -5.896	
    3.730	     -14.648	      -5.951	
    3.740	     -17.090	      -5.841	
    3.750	      -9.766	      -5.676	
    3.760	      -9.766	      -5.530	
    3.770	     -10.986	      -5.621	
    3.780	     -14.648	      -5.841	
    3.791	     -20.752	      -5.969	
    3.801	     -14.648	      -5.896	
    3.811	     -13.428	      -5.750	
    3.821	     -12.207	      -5.713	
    3.831	     -14.648	      -5.859	
    3.841	     -17.090	      -5.896	
    3.851	     -17.090	      -5.933	
    3.861	     -24.414	      -6.189	
    3.871	     -26.855	      -6.299	
    3.881	     -18.311	      -6.116	
    3.890	     -13.428	      -5.878	
    3.900	     -13.428	      -5.823	
    3.910	     -17.090	      -5.933	
    3.920	     -13.428	      -5.731	
    3.930	     -10.986	      -5.750	
    3.940	     -12.207	      -5.640	
    3.950	      -7.324	      -5.511	
    3.960	     -10.986	      -5.676	
    3.970	     -14.648	      -5.786	
    3.981	     -18.311	      -5.933	
    3.990	     -17.090	      -5.988	
    4.000	     -13.428	      -5.823	
    4.011	     -18.311	      -5.951	
    4.021	     -15.869	      -5.933	
    4.031	     -17.090	      -5.969	
    4.041	     -28.076	      -6.171	
    4.051	     -26.855	      -6.244	
    4.061	     -18.311	      -6.079	
    4.071	     -14.648	      -5.951	
    4.081	     -20.752	      -6.097	
    4.091	     -19.531	      -6.042	
    4.101	     -10.986	      -5.823	
    4.110	      -8.545	      -5.658	
    4.121	     -10.986	      -5.713	
    4.130	     -17.090	      -5.878	
    4.140	     -18.311	      -5.969	
    4.150	     -13.428	      -5.841	
    4.160	     -10.986	      -5.750	
    4.170	      -8.545	      -5.676	
    4.180	      -8.545	      -5.676	
    4.190	      -7.324	      -5.603	
    4.200	     -14.648	      -5.841	
    4.210	     -25.635	      -6.097	
    4.220	     -18.311	      -5.969	
    4.231	      -9.766	      -5.768	
    4.241	      -9.766	      -5.676	
    4.251	     -10.986	      -5.658	
    4.261	      -8.545	      -5.511	
    4.271	     -10.986	      -5.695	
    4.281	     -18.311	      -5.823	
    4.291	     -10.986	      -5.713	
    4.301	     -10.986	      -5.750	
    4.311	     -19.531	      -5.933	
    4.321	     -21.973	      -6.079	
    4.330	     -29.297	      -6.281	
    4.340	     -31.738	      -6.409	
    4.350	     -20.752	      -6.244	
    4.360	     -12.207	      -5.988	
    4.370	     -10.986	      -5.841	
    4.380	     -10.986	      -5.804	
    4.390	     -12.207	      -5.786	
    4.400	     -15.869	      -5.896	
    4.410	     -13.428	      -5.878	
    4.421	     -18.311	      -6.006	
    4.430	     -18.311	      -6.042	
    4.440	     -24.414	      -6.189	
    4.451	     -23.193	      -6.189	
    4.461	     -17.090	      -5.988	
    4.471	     -17.090	      -5.988	
    4.481	     -15.869	      -5.969	
    4.491	     -15.869	      -6.006	
    4.501	     -14.648	      -5.988	
    4.511	     -18.311	      -6.061	
    4.521	     -25.635	      -6.281	
    4.531	     -24.414	      -6.226	
    4.541	     -15.869	      -6.116	
    4.550	     -18.311	      -6.097	
    4.561	     -15.869	      -6.061	
    4.570	      -9.766	      -5.896	
    4.580	     -14.648	      -5.859	
    4.590	     -10.986	      -5.841	
    4.600	      -9.766	      -5.731	
    4.610	      -7.324	      -5.493	
    4.620	      -3.662	      -5.255	
    4.630	      -6.104	      -5.365	
    4.640	     -13.428	      -5.658	
    4.650	     -12.207	      -5.621	
    4.660	      -8.545	      -5.511	
    4.671	     -10.986	      -5.640	
    4.681	     -10.986	      -5.621	
    4.690	     -10.986	      -5.676	
    4.701	     -17.090	      -5.768	
    4.711	     -17.090	      -5.804	
    4.721	     -15.869	      -5.823	
    4.731	     -21.973	      -6.006	
    4.741	     -28.076	      -6.207	
    4.751	     -28.076	      -6.335	
    4.761	     -31.738	      -6.464	
    4.770	     -36.621	      -6.628	
    4.780	     -30.518	      -6.537	
    4.790	     -19.531	      -6.335	
    4.800	     -15.869	      -6.116	
    4.810	     -13.428	      -5.951	
    4.820	     -10.986	      -5.914	
    4.830	     -17.090	      -6.042	
    4.840	     -17.090	      -6.061	
    4.850	     -12.207	      -5.951	
    4.861	     -13.428	      -5.914	
    4.870	     -13.428	      -5.914	
    4.880	     -17.090	      -6.006	
    4.891	     -23.193	      -6.171	
    4.901	     -35.400	      -6.647	
    4.911	     -32.959	      -6.793	
    4.921	     -29.297	      -6.683	
    4.931	     -25.635	      -6.555	
    4.941	     -25.635	      -6.573	
    4.951	     -23.193	      -6.537	
    4.961	     -14.648	      -6.152	
    4.971	     -13.428	      -6.042	
    4.981	     -13.428	      -5.951	
    4.990	      -8.545	      -5.750	
    5.001	      -9.766	      -5.878	
    5.010	     -14.648	      -5.951	
    5.020	     -12.207	      -5.823	
    5.030	      -8.545	      -5.640	
    5.040	      -6.104	      -5.328	
    5.050	      -6.104	      -5.219	
    5.060	     -10.986	      -5.420	
    5.070	     -12.207	      -5.585	
    5.080	     -13.428	      -5.823	
    5.090	     -20.752	      -6.024	
    5.100	     -29.297	      -6.482	
    5.111	     -26.855	      -6.500	
    5.121	     -24.414	      -6.445	
    5.131	     -25.635	      -6.464	
    5.141	     -25.635	      -6.464	
    5.151	     -18.311	      -6.317	
    5.161	     -15.869	      -6.189	
    5.171	     -17.090	      -6.226	
    5.181	     -24.414	      -6.390	
    5.191	     -23.193	      -6.335	
    5.201	     -12.207	      -6.116	
    5.210	     -17.090	      -6.097	
    5.220	     -19.531	      -6.171	
    5.230	     -17.090	      -6.189	
    5.240	     -13.428	      -6.006	
    5.250	     -10.986	      -5.914	
    5.260	      -9.766	      -5.823	
    5.270	     -10.986	      -5.859	
    5.280	     -12.207	      -5.878	
    5.290	     -13.428	      -5.969	
    5.301	     -25.635	      -6.372	
    5.310	     -29.297	      -6.555	
    5.320	     -25.635	      -6.537	
    5.331	     -21.973	      -6.390	
    5.341	     -17.090	      -6.207	
