" CRUSH DATA"
"Data file SS05.txt"
"Time is 14:37:03.23."
"Date is  1-26-2005."
"TIME"	"LOAD "	"RAM"	
"Seconds"	"kN"	"MM"	
    2.461	     -12.207	      -5.933	
    2.470	     -10.986	      -5.914	
    2.481	     -10.986	      -5.933	
    2.491	     -10.986	      -5.933	
    2.501	     -10.986	      -5.933	
    2.511	     -10.986	      -5.933	
    2.521	     -10.986	      -5.914	
    2.530	     -12.207	      -5.914	
    2.540	     -10.986	      -5.933	
    2.550	     -12.207	      -5.933	
    2.560	     -10.986	      -5.914	
    2.570	     -12.207	      -5.933	
    2.580	     -10.986	      -5.933	
    2.590	     -12.207	      -5.914	
    2.600	     -10.986	      -5.933	
    2.610	     -10.986	      -5.933	
    2.620	     -10.986	      -5.933	
    2.630	     -12.207	      -5.914	
    2.640	     -10.986	      -5.933	
    2.650	     -10.986	      -5.914	
    2.660	     -10.986	      -5.933	
    2.670	     -12.207	      -5.933	
    2.681	     -10.986	      -5.914	
    2.690	     -12.207	      -5.914	
    2.701	     -10.986	      -5.914	
    2.711	     -10.986	      -5.933	
    2.721	     -10.986	      -5.914	
    2.731	     -10.986	      -5.914	
    2.741	     -10.986	      -5.933	
    2.751	     -10.986	      -5.933	
    2.761	     -10.986	      -5.914	
    2.771	     -10.986	      -5.933	
    2.780	     -12.207	      -5.914	
    2.790	     -12.207	      -5.914	
    2.800	     -12.207	      -5.933	
    2.810	     -10.986	      -5.914	
    2.820	     -12.207	      -5.933	
    2.830	     -10.986	      -5.914	
    2.840	     -10.986	      -5.914	
    2.850	     -10.986	      -5.933	
    2.860	     -10.986	      -5.933	
    2.870	     -10.986	      -5.933	
    2.880	     -10.986	      -5.914	
    2.890	     -10.986	      -5.933	
    2.901	     -10.986	      -5.914	
    2.911	     -12.207	      -5.933	
    2.921	     -10.986	      -5.933	
    2.931	     -10.986	      -5.933	
    2.941	     -10.986	      -5.914	
    2.951	     -10.986	      -5.933	
    2.961	     -12.207	      -5.914	
    2.970	     -10.986	      -5.933	
    2.981	     -10.986	      -5.933	
    2.991	     -10.986	      -5.933	
    3.001	     -10.986	      -5.914	
    3.011	     -13.428	      -5.914	
    3.020	     -12.207	      -5.933	
    3.030	     -12.207	      -5.933	
    3.040	     -12.207	      -5.914	
    3.050	     -12.207	      -5.914	
    3.060	     -12.207	      -5.914	
    3.070	     -10.986	      -5.914	
    3.080	     -10.986	      -5.914	
    3.090	     -10.986	      -5.914	
    3.100	     -12.207	      -5.914	
    3.111	     -12.207	      -5.914	
    3.121	     -10.986	      -5.933	
    3.130	     -10.986	      -5.914	
    3.141	     -12.207	      -5.914	
    3.151	     -10.986	      -5.933	
    3.161	     -10.986	      -5.933	
    3.171	     -12.207	      -5.914	
    3.181	     -10.986	      -5.933	
    3.191	     -10.986	      -5.914	
    3.201	     -10.986	      -5.914	
    3.211	     -10.986	      -5.933	
    3.220	     -12.207	      -5.933	
    3.230	     -10.986	      -5.914	
    3.240	     -10.986	      -5.914	
    3.250	     -12.207	      -5.914	
    3.260	     -10.986	      -5.933	
    3.270	     -10.986	      -5.951	
    3.280	     -12.207	      -5.969	
    3.290	     -12.207	      -5.969	
    3.300	      -8.545	      -5.914	
    3.311	      -9.766	      -5.914	
    3.320	      -9.766	      -5.951	
    3.330	     -12.207	      -5.933	
    3.341	      -9.766	      -5.823	
    3.350	     -14.648	      -5.933	
    3.361	     -10.986	      -5.878	
    3.371	      -7.324	      -5.658	
    3.381	      -6.104	      -5.640	
    3.391	      -8.545	      -5.621	
    3.401	     -13.428	      -5.823	
    3.411	     -15.869	      -6.042	
