" CRUSH DATA"
"Data file SS05.txt"
"Time is 14:49:18.52."
"Date is  1-26-2005."
"TIME"	"LOAD "	"RAM"	
"Seconds"	"kN"	"MM"	
    2.520	    -112.305	      -5.951	
    2.530	    -113.525	      -5.914	
    2.540	    -112.305	      -5.933	
    2.550	    -113.525	      -5.914	
    2.560	    -112.305	      -5.933	
    2.570	    -112.305	      -5.914	
    2.580	    -112.305	      -5.933	
    2.590	    -113.525	      -5.933	
    2.600	    -113.525	      -5.914	
    2.610	    -112.305	      -5.933	
    2.621	    -113.525	      -5.914	
    2.630	    -113.525	      -5.914	
    2.640	    -112.305	      -5.914	
    2.650	    -112.305	      -5.914	
    2.660	    -112.305	      -5.933	
    2.670	    -112.305	      -5.933	
    2.681	    -112.305	      -5.933	
    2.691	    -113.525	      -5.933	
    2.701	    -113.525	      -5.914	
    2.711	    -112.305	      -5.933	
    2.721	    -112.305	      -5.933	
    2.731	    -113.525	      -5.914	
    2.741	    -113.525	      -5.914	
    2.751	    -113.525	      -5.914	
    2.761	    -112.305	      -5.933	
    2.771	    -113.525	      -5.914	
    2.780	    -113.525	      -5.914	
    2.790	    -112.305	      -5.933	
    2.800	    -113.525	      -5.914	
    2.810	    -113.525	      -5.914	
    2.820	    -113.525	      -5.933	
    2.830	    -112.305	      -5.914	
    2.840	    -112.305	      -5.933	
    2.850	    -112.305	      -5.914	
    2.860	    -112.305	      -5.914	
    2.870	    -113.525	      -5.914	
    2.880	    -112.305	      -5.933	
    2.890	    -114.746	      -5.914	
    2.901	    -112.305	      -5.933	
    2.911	    -111.084	      -5.933	
    2.921	    -113.525	      -5.914	
    2.931	    -112.305	      -5.914	
    2.941	    -113.525	      -5.914	
    2.951	    -113.525	      -5.933	
    2.961	    -112.305	      -5.914	
    2.971	    -112.305	      -5.914	
    2.981	    -112.305	      -5.933	
    2.991	    -113.525	      -5.914	
    3.001	    -112.305	      -5.914	
    3.011	    -112.305	      -5.933	
    3.020	    -113.525	      -5.933	
    3.030	    -112.305	      -5.933	
    3.040	    -114.746	      -5.933	
    3.050	    -112.305	      -5.914	
    3.060	    -112.305	      -5.933	
    3.070	    -111.084	      -5.933	
    3.080	    -113.525	      -5.914	
    3.090	    -113.525	      -5.914	
    3.100	    -113.525	      -5.933	
    3.111	    -112.305	      -5.914	
    3.121	    -112.305	      -5.914	
    3.131	    -112.305	      -5.933	
    3.141	    -113.525	      -5.914	
    3.151	    -112.305	      -5.933	
    3.161	    -112.305	      -5.933	
    3.171	    -113.525	      -5.914	
    3.181	    -113.525	      -5.914	
    3.191	    -112.305	      -5.933	
    3.201	    -113.525	      -5.914	
    3.211	    -112.305	      -5.933	
    3.220	    -112.305	      -5.933	
    3.230	    -112.305	      -5.914	
    3.240	    -113.525	      -5.933	
    3.250	    -112.305	      -5.914	
    3.260	    -112.305	      -5.933	
    3.270	    -113.525	      -5.933	
    3.280	    -112.305	      -5.933	
    3.290	    -112.305	      -5.914	
    3.300	    -113.525	      -5.933	
    3.310	    -112.305	      -5.933	
    3.320	    -113.525	      -5.933	
    3.330	    -112.305	      -5.933	
    3.341	    -117.188	      -5.933	
    3.351	    -119.629	      -5.933	
    3.361	     -95.215	      -5.878	
    3.371	    -101.318	      -5.878	
    3.381	    -112.305	      -5.933	
    3.391	    -108.643	      -5.914	
    3.401	     -81.787	      -5.841	
    3.411	    -120.850	      -5.914	
    3.421	     -92.773	      -5.896	
    3.431	     -56.152	      -5.676	
    3.441	     -64.697	      -5.621	
    3.451	     -67.139	      -5.621	
    3.460	    -108.643	      -5.823	
    3.470	    -159.912	      -6.042	
    3.480	    -134.277	      -6.006	
    3.490	    -146.484	      -6.024	
    3.500	    -197.754	      -6.171	
    3.510	    -163.574	      -6.171	
    3.520	    -189.209	      -6.207	
    3.530	    -239.258	      -6.390	
    3.540	    -234.375	      -6.464	
    3.551	    -238.037	      -6.500	
    3.561	    -174.561	      -6.390	
    3.570	    -135.498	      -6.244	
    3.581	    -207.520	      -6.390	
    3.591	    -239.258	      -6.500	
    3.601	    -131.836	      -6.281	
    3.611	    -123.291	      -6.171	
    3.621	     -85.449	      -6.024	
    3.631	     -62.256	      -5.804	
    3.641	     -52.490	      -5.658	
    3.651	     -72.021	      -5.676	
    3.660	     -65.918	      -5.695	
    3.670	     -86.670	      -5.768	
    3.680	     -65.918	      -5.713	
    3.690	     -48.828	      -5.530	
    3.700	    -102.539	      -5.786	
    3.710	    -135.498	      -5.988	
    3.720	    -136.719	      -6.042	
    3.730	    -159.912	      -6.134	
    3.740	    -175.781	      -6.207	
    3.750	    -159.912	      -6.207	
    3.760	    -124.512	      -6.097	
    3.770	    -139.160	      -6.134	
    3.781	    -151.367	      -6.171	
    3.791	    -203.857	      -6.317	
    3.801	    -158.691	      -6.299	
    3.811	    -147.705	      -6.207	
    3.821	     -98.877	      -6.079	
    3.831	     -96.436	      -5.988	
    3.841	     -74.463	      -5.896	
    3.851	    -140.381	      -6.079	
    3.861	    -174.561	      -6.244	
    3.871	    -111.084	      -6.097	
    3.881	    -133.057	      -6.116	
    3.891	    -152.588	      -6.189	
    3.900	    -175.781	      -6.244	
    3.910	    -109.863	      -6.116	
    3.920	     -75.684	      -5.878	
    3.930	     -70.801	      -5.823	
    3.940	    -113.525	      -5.969	
    3.950	    -167.236	      -6.189	
    3.960	    -216.064	      -6.372	
    3.970	    -163.574	      -6.335	
    3.980	    -102.539	      -6.097	
    3.991	     -80.566	      -5.933	
    4.001	     -83.008	      -5.896	
    4.011	     -64.697	      -5.823	
    4.021	     -51.270	      -5.658	
    4.031	     -69.580	      -5.676	
    4.041	     -57.373	      -5.640	
    4.051	     -35.400	      -5.420	
    4.061	     -48.828	      -5.365	
    4.071	     -70.801	      -5.511	
    4.081	     -80.566	      -5.640	
    4.091	     -93.994	      -5.731	
    4.100	    -123.291	      -5.878	
    4.110	    -107.422	      -5.896	
    4.120	     -79.346	      -5.786	
    4.130	     -43.945	      -5.511	
    4.140	     -73.242	      -5.548	
    4.150	    -106.201	      -5.804	
    4.160	    -150.146	      -6.006	
    4.170	    -164.795	      -6.152	
    4.180	    -174.561	      -6.207	
    4.190	    -108.643	      -6.061	
    4.200	     -98.877	      -5.933	
    4.210	    -158.691	      -6.134	
    4.221	    -129.395	      -6.116	
    4.231	     -83.008	      -5.914	
    4.241	     -61.035	      -5.731	
    4.251	     -46.387	      -5.548	
    4.261	     -57.373	      -5.530	
    4.271	     -73.242	      -5.640	
    4.281	     -53.711	      -5.566	
    4.291	     -37.842	      -5.402	
    4.301	     -53.711	      -5.438	
    4.311	     -74.463	      -5.566	
    4.320	     -57.373	      -5.511	
    4.330	     -34.180	      -5.292	
    4.340	     -37.842	      -5.237	
    4.350	     -29.297	      -5.127	
    4.360	     -26.855	      -4.980	
    4.370	     -52.490	      -5.182	
    4.380	     -50.049	      -5.237	
    4.390	     -80.566	      -5.438	
    4.400	    -114.746	      -5.731	
    4.411	     -75.684	      -5.621	
    4.420	     -75.684	      -5.585	
    4.430	     -92.773	      -5.658	
    4.440	     -73.242	      -5.603	
    4.451	     -67.139	      -5.548	
    4.461	     -86.670	      -5.658	
    4.471	    -102.539	      -5.731	
    4.481	    -120.850	      -5.841	
    4.491	    -104.980	      -5.823	
    4.501	    -172.119	      -6.079	
    4.511	    -158.691	      -6.171	
    4.521	    -108.643	      -6.006	
    4.531	     -62.256	      -5.731	
    4.541	     -48.828	      -5.493	
    4.551	     -93.994	      -5.695	
    4.560	     -75.684	      -5.695	
    4.570	    -115.967	      -5.823	
    4.580	     -95.215	      -5.841	
    4.590	     -87.891	      -5.768	
    4.600	    -145.264	      -5.988	
    4.610	    -128.174	      -6.024	
    4.620	     -91.553	      -5.878	
    4.630	    -142.822	      -6.006	
    4.640	    -183.105	      -6.207	
    4.651	    -195.313	      -6.299	
    4.661	    -161.133	      -6.262	
    4.671	     -81.787	      -5.933	
    4.681	    -118.408	      -5.969	
    4.690	     -78.125	      -5.859	
    4.701	     -67.139	      -5.713	
    4.711	     -47.607	      -5.566	
    4.721	     -76.904	      -5.621	
    4.731	    -108.643	      -5.823	
    4.741	    -131.836	      -5.969	
    4.751	     -97.656	      -5.914	
    4.760	     -74.463	      -5.750	
    4.770	     -74.463	      -5.713	
    4.780	    -106.201	      -5.859	
    4.790	    -113.525	      -5.914	
    4.800	    -119.629	      -5.933	
    4.810	    -179.443	      -6.171	
    4.820	    -189.209	      -6.281	
    4.830	    -118.408	      -6.116	
    4.840	     -75.684	      -5.859	
    4.850	     -79.346	      -5.804	
    4.860	    -107.422	      -5.896	
    4.871	     -57.373	      -5.695	
    4.881	     -83.008	      -5.695	
    4.891	     -53.711	      -5.603	
    4.901	     -48.828	      -5.493	
    4.911	     -79.346	      -5.640	
    4.921	     -97.656	      -5.768	
    4.931	    -124.512	      -5.914	
    4.941	    -115.967	      -5.951	
    4.951	     -80.566	      -5.804	
    4.961	    -117.188	      -5.896	
    4.971	     -98.877	      -5.878	
    4.981	    -122.070	      -5.933	
    4.991	    -170.898	      -6.134	
    5.000	    -172.119	      -6.207	
    5.010	    -113.525	      -6.079	
    5.020	     -96.436	      -5.933	
    5.030	    -147.705	      -6.079	
    5.040	    -111.084	      -6.024	
    5.050	     -74.463	      -5.823	
    5.060	     -53.711	      -5.658	
    5.070	     -80.566	      -5.695	
    5.080	    -118.408	      -5.896	
    5.091	    -124.512	      -5.988	
    5.101	     -85.449	      -5.841	
    5.111	     -74.463	      -5.750	
    5.121	     -61.035	      -5.695	
    5.131	     -65.918	      -5.676	
    5.141	     -54.932	      -5.603	
    5.151	    -114.746	      -5.841	
    5.161	    -159.912	      -6.097	
    5.171	    -111.084	      -6.006	
    5.181	     -69.580	      -5.786	
    5.191	     -65.918	      -5.695	
    5.200	     -63.477	      -5.658	
    5.210	     -46.387	      -5.530	
    5.220	     -89.111	      -5.713	
    5.230	    -104.980	      -5.841	
    5.240	     -67.139	      -5.695	
    5.250	     -87.891	      -5.731	
    5.260	    -126.953	      -5.914	
    5.270	    -157.471	      -6.079	
    5.280	    -208.740	      -6.299	
    5.291	    -220.947	      -6.445	
    5.300	    -150.146	      -6.299	
    5.310	     -95.215	      -6.042	
    5.321	     -74.463	      -5.878	
    5.331	     -76.904	      -5.804	
    5.341	     -78.125	      -5.823	
    5.351	    -104.980	      -5.896	
    5.361	     -89.111	      -5.914	
    5.371	    -128.174	      -5.988	
    5.381	    -115.967	      -6.024	
    5.391	    -166.016	      -6.152	
    5.401	    -147.705	      -6.189	
    5.411	     -92.773	      -5.988	
    5.421	    -112.305	      -5.988	
    5.431	     -96.436	      -5.988	
    5.440	    -111.084	      -6.006	
    5.450	     -98.877	      -5.988	
    5.460	    -131.836	      -6.042	
    5.470	    -190.430	      -6.281	
    5.480	    -146.484	      -6.226	
    5.490	    -112.305	      -6.097	
    5.500	    -118.408	      -6.097	
    5.510	    -106.201	      -6.042	
    5.520	     -69.580	      -5.878	
    5.531	     -83.008	      -5.841	
    5.541	     -74.463	      -5.823	
    5.551	     -62.256	      -5.713	
    5.561	     -39.063	      -5.493	
    5.571	     -31.738	      -5.255	
    5.581	     -53.711	      -5.347	
    5.591	     -93.994	      -5.640	
    5.601	     -63.477	      -5.603	
    5.611	     -58.594	      -5.530	
    5.621	     -81.787	      -5.640	
    5.631	     -68.359	      -5.640	
    5.640	     -79.346	      -5.658	
    5.650	    -100.098	      -5.750	
    5.660	    -106.201	      -5.804	
    5.670	    -103.760	      -5.841	
    5.680	    -147.705	      -6.006	
    5.690	    -180.664	      -6.207	
    5.700	    -198.975	      -6.317	
    5.710	    -234.375	      -6.464	
    5.720	    -268.555	      -6.647	
    5.730	    -190.430	      -6.555	
    5.740	    -134.277	      -6.354	
    5.750	     -92.773	      -6.152	
    5.761	     -74.463	      -5.951	
    5.771	     -78.125	      -5.878	
    5.781	    -119.629	      -6.042	
    5.791	    -104.980	      -6.061	
    5.801	     -84.229	      -5.969	
    5.811	     -83.008	      -5.914	
    5.821	     -81.787	      -5.896	
    5.831	    -113.525	      -6.006	
    5.841	    -144.043	      -6.152	
    5.851	    -272.217	      -6.628	
    5.861	    -228.271	      -6.775	
    5.871	    -202.637	      -6.683	
    5.880	    -158.691	      -6.592	
    5.890	    -183.105	      -6.592	
    5.900	    -148.926	      -6.537	
    5.910	     -76.904	      -6.171	
    5.920	     -95.215	      -6.061	
    5.930	     -65.918	      -5.951	
    5.940	     -53.711	      -5.768	
    5.950	     -83.008	      -5.878	
    5.960	     -91.553	      -5.951	
    5.971	     -61.035	      -5.804	
    5.981	     -46.387	      -5.621	
    5.991	     -26.855	      -5.292	
    6.001	     -39.063	      -5.200	
    6.011	     -61.035	      -5.402	
    6.021	     -72.021	      -5.585	
    6.031	    -104.980	      -5.786	
    6.041	    -128.174	      -6.006	
    6.051	    -214.844	      -6.427	
    6.061	    -155.029	      -6.445	
    6.071	    -161.133	      -6.409	
    6.080	    -164.795	      -6.445	
    6.090	    -172.119	      -6.445	
    6.100	    -114.746	      -6.299	
    6.110	    -106.201	      -6.207	
    6.120	    -118.408	      -6.226	
    6.130	    -172.119	      -6.409	
    6.140	    -130.615	      -6.354	
    6.150	     -85.449	      -6.116	
    6.160	    -103.760	      -6.116	
    6.170	    -113.525	      -6.171	
    6.180	    -117.188	      -6.189	
    6.190	     -74.463	      -6.024	
    6.201	     -70.801	      -5.914	
    6.211	     -56.152	      -5.841	
    6.221	     -78.125	      -5.859	
    6.231	     -73.242	      -5.878	
    6.241	    -101.318	      -5.969	
    6.251	    -179.443	      -6.317	
    6.261	    -208.740	      -6.537	
    6.271	    -177.002	      -6.519	
    6.281	    -135.498	      -6.390	
    6.291	     -97.656	      -6.226	
    6.300	     -78.125	      -6.042	
    6.310	     -56.152	      -5.841	
    6.320	     -26.855	      -5.420	
    6.330	     -31.738	      -5.219	
    6.340	     -53.711	      -5.383	
    6.350	     -72.021	      -5.566	
    6.360	     -81.787	      -5.713	
    6.370	    -124.512	      -5.951	
    6.380	    -104.980	      -6.006	
    6.390	    -134.277	      -6.097	
    6.400	    -161.133	      -6.244	
    6.410	    -228.271	      -6.537	
    6.421	    -234.375	      -6.702	
    6.431	    -225.830	      -6.702	
    6.441	    -157.471	      -6.555	
    6.451	     -95.215	      -6.244	
    6.461	     -90.332	      -6.134	
    6.471	    -162.354	      -6.354	
    6.481	    -219.727	      -6.628	
    6.491	    -197.754	      -6.628	
    6.501	    -114.746	      -6.390	
    6.511	     -87.891	      -6.189	
    6.521	     -69.580	      -6.042	
    6.531	     -78.125	      -5.988	
    6.540	     -50.049	      -5.841	
    6.550	     -75.684	      -5.841	
    6.560	     -63.477	      -5.841	
    6.570	     -48.828	      -5.676	
    6.580	     -35.400	      -5.511	
    6.590	     -41.504	      -5.420	
    6.600	     -59.814	      -5.548	
    6.610	     -95.215	      -5.804	
    6.620	     -93.994	      -5.896	
    6.631	     -68.359	      -5.804	
    6.641	     -68.359	      -5.750	
    6.651	    -113.525	      -5.951	
    6.661	    -139.160	      -6.152	
    6.671	    -103.760	      -6.079	
    6.681	    -169.678	      -6.281	
    6.691	    -158.691	      -6.390	
    6.701	    -148.926	      -6.335	
    6.711	     -98.877	      -6.189	
    6.721	     -92.773	      -6.097	
    6.731	     -78.125	      -6.024	
    6.740	     -79.346	      -5.988	
    6.750	     -80.566	      -5.969	
    6.760	     -65.918	      -5.896	
    6.770	     -69.580	      -5.859	
    6.780	     -92.773	      -5.969	
    6.790	     -67.139	      -5.878	
    6.800	     -73.242	      -5.841	
    6.810	    -103.760	      -5.988	
    6.820	     -81.787	      -5.951	
    6.830	     -41.504	      -5.658	
    6.840	     -59.814	      -5.621	
    6.850	     -63.477	      -5.676	
    6.861	    -128.174	      -6.042	
    6.871	    -179.443	      -6.372	
    6.881	    -231.934	      -6.610	
    6.891	    -212.402	      -6.647	
    6.901	    -185.547	      -6.610	
    6.911	    -262.451	      -6.775	
    6.921	    -169.678	      -6.683	
    6.931	     -97.656	      -6.335	
    6.941	    -114.746	      -6.281	
    6.951	     -92.773	      -6.226	
    6.961	     -93.994	      -6.189	
    6.971	     -62.256	      -5.988	
    6.980	     -62.256	      -5.896	
    6.990	     -52.490	      -5.823	
    7.000	     -35.400	      -5.548	
    7.010	     -43.945	      -5.457	
    7.020	     -54.932	      -5.548	
    7.030	     -84.229	      -5.768	
    7.040	     -90.332	      -5.878	
    7.050	    -133.057	      -6.097	
    7.060	    -140.381	      -6.244	
    7.071	     -89.111	      -6.061	
    7.081	     -90.332	      -6.006	
    7.091	     -92.773	      -6.006	
    7.101	    -167.236	      -6.299	
    7.111	    -191.650	      -6.500	
    7.121	    -117.188	      -6.335	
    7.131	    -101.318	      -6.189	
    7.141	     -70.801	      -6.024	
    7.151	     -56.152	      -5.841	
    7.161	     -74.463	      -5.878	
    7.171	     -50.049	      -5.768	
    7.180	     -62.256	      -5.750	
    7.190	     -70.801	      -5.841	
    7.200	    -112.305	      -6.024	
    7.210	    -122.070	      -6.134	
    7.220	     -72.021	      -5.933	
    7.230	     -85.449	      -5.914	
    7.240	     -89.111	      -5.988	
    7.250	     -85.449	      -5.969	
    7.260	    -104.980	      -6.024	
    7.270	    -119.629	      -6.097	
    7.280	    -137.939	      -6.189	
    7.290	    -125.732	      -6.189	
    7.301	    -126.953	      -6.189	
    7.311	    -145.264	      -6.262	
    7.321	    -156.250	      -6.335	
    7.331	    -103.760	      -6.189	
    7.341	     -76.904	      -6.006	
    7.351	     -64.697	      -5.896	
    7.361	     -56.152	      -5.804	
    7.371	     -72.021	      -5.841	
    7.381	     -80.566	      -5.896	
    7.391	    -117.188	      -6.061	
    7.401	     -89.111	      -6.042	
    7.411	    -102.539	      -6.042	
    7.420	     -98.877	      -6.061	
    7.430	     -98.877	      -6.061	
    7.440	     -79.346	      -5.988	
    7.450	     -64.697	      -5.878	
    7.460	     -48.828	      -5.750	
    7.470	    -102.539	      -5.951	
    7.480	    -106.201	      -6.061	
    7.490	     -76.904	      -5.951	
    7.500	     -76.904	      -5.914	
    7.511	     -65.918	      -5.859	
    7.521	     -46.387	      -5.713	
    7.531	     -39.063	      -5.566	
    7.541	     -52.490	      -5.603	
    7.551	     -52.490	      -5.621	
    7.561	     -61.035	      -5.640	
    7.571	     -92.773	      -5.859	
    7.581	     -96.436	      -5.951	
    7.591	    -101.318	      -5.969	
    7.601	    -161.133	      -6.226	
    7.611	    -189.209	      -6.445	
    7.620	    -137.939	      -6.354	
    7.630	    -152.588	      -6.335	
    7.640	    -185.547	      -6.464	
    7.650	    -214.844	      -6.592	
    7.660	    -169.678	      -6.555	
    7.670	    -111.084	      -6.335	
    7.680	     -83.008	      -6.134	
    7.690	     -65.918	      -5.988	
    7.700	     -57.373	      -5.859	
    7.710	     -87.891	      -5.951	
    7.720	    -103.760	      -6.079	
    7.730	     -72.021	      -5.951	
    7.741	     -45.166	      -5.713	
    7.751	     -37.842	      -5.566	
    7.761	     -41.504	      -5.530	
    7.771	     -34.180	      -5.457	
    7.781	     -57.373	      -5.548	
    7.791	     -52.490	      -5.585	
    7.801	     -81.787	      -5.731	
    7.811	     -93.994	      -5.878	
    7.821	    -101.318	      -5.933	
    7.831	    -135.498	      -6.116	
    7.841	    -140.381	      -6.207	
    7.851	    -102.539	      -6.116	
    7.860	     -98.877	      -6.061	
    7.870	     -90.332	      -6.024	
    7.880	     -90.332	      -6.006	
    7.890	     -81.787	      -5.969	
    7.900	     -92.773	      -6.006	
    7.910	    -101.318	      -6.042	
    7.920	     -74.463	      -5.933	
    7.930	    -115.967	      -6.061	
    7.940	    -101.318	      -6.079	
    7.951	    -107.422	      -6.061	
    7.961	    -189.209	      -6.390	
    7.971	    -161.133	      -6.445	
    7.981	     -93.994	      -6.189	
    7.991	    -122.070	      -6.207	
    8.001	    -117.188	      -6.244	
    8.011	     -48.828	      -5.841	
    8.020	     -96.436	      -5.969	
    8.031	    -145.264	      -6.262	
    8.041	    -170.898	      -6.390	
    8.051	    -140.381	      -6.354	
    8.060	     -62.256	      -5.951	
    8.070	     -89.111	      -5.951	
    8.079	    -133.057	      -6.207	
    8.090	    -158.691	      -6.335	
    8.100	    -115.967	      -6.262	
    8.110	     -68.359	      -5.969	
    8.120	     -48.828	      -5.786	
    8.130	     -42.725	      -5.640	
    8.140	     -65.918	      -5.750	
    8.150	     -42.725	      -5.621	
    8.160	     -54.932	      -5.603	
    8.170	     -58.594	      -5.658	
    8.181	     -64.697	      -5.695	
    8.190	     -52.490	      -5.640	
    8.201	     -29.297	      -5.402	
    8.211	     -30.518	      -5.273	
    8.221	     -29.297	      -5.219	
    8.230	     -31.738	      -5.182	
    8.241	     -45.166	      -5.292	
    8.251	     -47.607	      -5.347	
    8.261	     -76.904	      -5.585	
    8.271	     -79.346	      -5.695	
    8.280	    -112.305	      -5.896	
    8.289	    -118.408	      -6.042	
    8.300	    -126.953	      -6.097	
    8.310	     -89.111	      -5.969	
    8.320	     -53.711	      -5.713	
    8.329	     -51.270	      -5.585	
    8.340	     -41.504	      -5.493	
    8.350	     -61.035	      -5.566	
    8.360	     -51.270	      -5.585	
    8.371	     -32.959	      -5.328	
    8.380	     -30.518	      -5.273	
    8.390	     -25.635	      -5.127	
    8.401	     -37.842	      -5.182	
    8.411	     -67.139	      -5.438	
    8.421	     -53.711	      -5.493	
    8.431	     -84.229	      -5.640	
