" CRUSH DATA"
"Data file SS05.txt"
"Time is 14:09:26.79."
"Date is  1-26-2005."
"TIME"	"LOAD "	"RAM"	
"Seconds"	"kN"	"MM"	
    4.230	     -24.414	      -5.933	
    4.241	     -23.193	      -5.933	
    4.251	     -23.193	      -5.933	
    4.261	     -23.193	      -5.914	
    4.271	     -24.414	      -5.933	
    4.281	     -23.193	      -5.933	
    4.291	     -21.973	      -5.933	
    4.301	     -24.414	      -5.933	
    4.311	     -23.193	      -5.933	
    4.320	     -23.193	      -5.933	
    4.330	     -23.193	      -5.933	
    4.340	     -23.193	      -5.933	
    4.350	     -23.193	      -5.933	
    4.360	     -23.193	      -5.933	
    4.370	     -23.193	      -5.933	
    4.380	     -23.193	      -5.914	
    4.390	     -23.193	      -5.914	
    4.400	     -23.193	      -5.933	
    4.410	     -24.414	      -5.933	
    4.420	     -23.193	      -5.933	
    4.430	     -23.193	      -5.933	
    4.440	     -23.193	      -5.933	
    4.450	     -24.414	      -5.914	
    4.461	     -23.193	      -5.933	
    4.471	     -23.193	      -5.914	
    4.481	     -21.973	      -5.914	
    4.491	     -23.193	      -5.933	
    4.501	     -24.414	      -5.933	
    4.511	     -23.193	      -5.914	
    4.521	     -23.193	      -5.933	
    4.531	     -23.193	      -5.933	
    4.541	     -23.193	      -5.914	
    4.551	     -21.973	      -5.933	
    4.560	     -23.193	      -5.933	
    4.570	     -23.193	      -5.933	
    4.580	     -21.973	      -5.933	
    4.590	     -23.193	      -5.933	
    4.600	     -23.193	      -5.914	
    4.610	     -23.193	      -5.933	
    4.620	     -24.414	      -5.914	
    4.630	     -23.193	      -5.933	
    4.640	     -23.193	      -5.914	
    4.651	     -21.973	      -5.933	
    4.660	     -24.414	      -5.933	
    4.670	     -23.193	      -5.933	
    4.681	     -23.193	      -5.933	
    4.690	     -23.193	      -5.914	
    4.701	     -23.193	      -5.914	
    4.711	     -23.193	      -5.933	
    4.721	     -23.193	      -5.933	
    4.731	     -24.414	      -5.933	
    4.740	     -23.193	      -5.914	
    4.751	     -24.414	      -5.914	
    4.761	     -23.193	      -5.914	
    4.771	     -23.193	      -5.933	
    4.780	     -23.193	      -5.933	
    4.790	     -23.193	      -5.933	
    4.800	     -23.193	      -5.933	
    4.810	     -23.193	      -5.933	
    4.820	     -23.193	      -5.933	
    4.830	     -23.193	      -5.914	
    4.840	     -21.973	      -5.933	
    4.850	     -23.193	      -5.933	
    4.860	     -23.193	      -5.914	
    4.871	     -23.193	      -5.933	
    4.880	     -24.414	      -5.914	
    4.890	     -23.193	      -5.933	
    4.901	     -24.414	      -5.914	
    4.911	     -23.193	      -5.914	
    4.921	     -23.193	      -5.914	
    4.931	     -24.414	      -5.933	
    4.941	     -23.193	      -5.933	
    4.951	     -24.414	      -5.914	
    4.961	     -23.193	      -5.914	
